scientific,month,gno,count,longitude,latitude
Orthotomus sutorius,4,675,2,114.2423035,22.50862974
Orthotomus sutorius,5,1629,1,113.9897763,22.38210855
Orthotomus sutorius,5,860,1,113.9993603,22.48145416
Orthotomus sutorius,5,930,4,113.9993718,22.47242379
Orthotomus sutorius,5,1561,1,114.009186,22.39116032
Orthotomus sutorius,5,1004,1,114.0382471,22.46343147
Orthotomus sutorius,5,727,1,114.0673665,22.49957546
Orthotomus sutorius,5,1008,1,114.0771108,22.46346017
Orthotomus sutorius,5,1572,1,114.1160062,22.39123577
Orthotomus sutorius,5,1528,3,114.3685028,22.40016411
Orthotomus sutorius,6,930,4,113.9993718,22.47242379
Orthotomus sutorius,6,931,1,114.0090884,22.47243418
Orthotomus sutorius,6,809,1,114.1839879,22.4905821
Orthotomus sutorius,6,739,1,114.1839883,22.4996125
Orthotomus sutorius,6,670,1,114.1937079,22.50864216
Orthotomus sutorius,7,2530,1,113.9026138,22.26458759
Orthotomus sutorius,7,930,3,113.9993718,22.47242379
Orthotomus sutorius,7,931,1,114.0090884,22.47243418
Orthotomus sutorius,7,1074,2,114.038256,22.45440106
Orthotomus sutorius,7,736,1,114.1548329,22.49961115
Orthotomus sutorius,8,930,5,113.9993718,22.47242379
Orthotomus sutorius,8,951,1,114.2034202,22.47251924
Orthotomus sutorius,9,860,1,113.9993603,22.48145416
Orthotomus sutorius,9,930,4,113.9993718,22.47242379
Orthotomus sutorius,9,931,1,114.0090884,22.47243418
Orthotomus sutorius,9,1985,2,114.0480795,22.33701279
Orthotomus sutorius,9,2545,2,114.0481457,22.26476805
Orthotomus sutorius,9,2341,2,114.1063452,22.29189563
Orthotomus sutorius,9,2413,2,114.1257566,22.28287227
Orthotomus sutorius,9,2414,1,114.13546,22.28287504
Orthotomus sutorius,9,250,1,114.1937145,22.56282428
Orthotomus sutorius,9,251,2,114.2034374,22.56282297
Orthotomus sutorius,9,322,1,114.213158,22.55379074
Orthotomus sutorius,10,1629,1,113.9897763,22.38210855
Orthotomus sutorius,10,860,2,113.9993603,22.48145416
Orthotomus sutorius,10,930,8,113.9993718,22.47242379
Orthotomus sutorius,10,931,3,114.0090884,22.47243418
Orthotomus sutorius,10,1561,1,114.009186,22.39116032
Orthotomus sutorius,10,1702,1,114.0189173,22.37310911
Orthotomus sutorius,10,1773,1,114.0286365,22.36408778
Orthotomus sutorius,10,1004,2,114.0382471,22.46343147
Orthotomus sutorius,10,1074,1,114.038256,22.45440106
Orthotomus sutorius,10,388,1,114.174269,22.54476448
Orthotomus sutorius,10,458,1,114.1742692,22.53573413
Orthotomus sutorius,10,1228,1,114.174271,22.43639963
Orthotomus sutorius,10,1298,1,114.1742712,22.42736916
Orthotomus sutorius,10,674,2,114.2325844,22.5086334
Orthotomus sutorius,10,1103,1,114.3200007,22.45439706
Orthotomus sutorius,11,2664,1,113.8444441,22.24641789
Orthotomus sutorius,11,2734,1,113.8444654,22.23738736
Orthotomus sutorius,11,2595,1,113.8541242,22.25546796
Orthotomus sutorius,11,2677,3,113.9705549,22.24662682
Orthotomus sutorius,11,930,2,113.9993718,22.47242379
Orthotomus sutorius,11,931,1,114.0090884,22.47243418
Orthotomus sutorius,11,727,1,114.0673665,22.49957546
Orthotomus sutorius,11,1147,1,114.0674091,22.44539302
Orthotomus sutorius,11,1218,2,114.0771302,22.43636887
Orthotomus sutorius,11,1289,2,114.0868501,22.42734412
Orthotomus sutorius,11,1290,3,114.0965636,22.42734924
Orthotomus sutorius,11,452,1,114.1159431,22.53572263
Orthotomus sutorius,11,1152,1,114.1159826,22.44541864
Orthotomus sutorius,11,2412,1,114.1160532,22.28286893
Orthotomus sutorius,11,1223,1,114.1257006,22.43639156
Orthotomus sutorius,11,249,2,114.1839916,22.56282501
Orthotomus sutorius,11,250,1,114.1937145,22.56282428
Orthotomus sutorius,11,951,3,114.2034202,22.47251924
Orthotomus sutorius,11,322,2,114.213158,22.55379074
Orthotomus sutorius,12,860,2,113.9993603,22.48145416
Orthotomus sutorius,12,930,9,113.9993718,22.47242379
Orthotomus sutorius,12,931,1,114.0090884,22.47243418
Orthotomus sutorius,12,1574,1,114.1354281,22.3912419
Osteochilus salsburyi,10,1494,1,114.0383098,22.40021837
Osteochilus salsburyi,10,1495,1,114.0480213,22.4002264
Otus lettia,3,931,1,114.0090884,22.47243418
Otus lettia,4,860,6,113.9993603,22.48145416
Otus lettia,4,931,3,114.0090884,22.47243418
Otus lettia,5,860,4,113.9993603,22.48145416
Otus sunia,10,2138,1,114.1742732,22.31900275
Pachliopta aristolochiae,4,948,2,114.1742704,22.47252141
Pachliopta aristolochiae,6,1501,1,114.1062907,22.40026232
Pachliopta aristolochiae,7,2559,1,114.1839764,22.26481886
Pachliopta aristolochiae,9,948,1,114.1742704,22.47252141
Paguma larvata,1,940,1,114.0965376,22.47250144
Paguma larvata,1,1152,1,114.1159826,22.44541864
Paguma larvata,1,1855,1,114.1451472,22.35512197
Paguma larvata,1,2562,1,114.213083,22.26481497
Paguma larvata,1,532,1,114.2131509,22.5266997
Paguma larvata,1,675,2,114.2423035,22.50862974
Paguma larvata,2,1428,1,114.0771496,22.40927747
Paguma larvata,2,940,1,114.0965376,22.47250144
Paguma larvata,2,1290,1,114.0965636,22.42734924
Paguma larvata,2,1223,2,114.1257006,22.43639156
Paguma larvata,3,940,2,114.0965376,22.47250144
Paguma larvata,3,1430,1,114.0965739,22.40928829
Paguma larvata,3,1152,4,114.1159826,22.44541864
Paguma larvata,3,1791,3,114.2033995,22.36415344
Paguma larvata,3,2492,2,114.2130853,22.27384562
Paguma larvata,3,745,1,114.2422993,22.49959936
Paguma larvata,3,1664,1,114.3296369,22.38214453
Paguma larvata,3,1526,1,114.3490797,22.40018597
Paguma larvata,4,1152,1,114.1159826,22.44541864
Paguma larvata,4,1223,1,114.1257006,22.43639156
Paguma larvata,4,1363,1,114.1257072,22.41833061
Paguma larvata,4,532,1,114.2131509,22.5266997
Paguma larvata,5,940,1,114.0965376,22.47250144
Paguma larvata,5,1152,5,114.1159826,22.44541864
Paguma larvata,5,1223,1,114.1257006,22.43639156
Paguma larvata,5,2413,1,114.1257566,22.28287227
Paguma larvata,5,2484,3,114.1354627,22.2738444
Paguma larvata,5,2626,1,114.1548712,22.25578687
Paguma larvata,5,738,1,114.1742699,22.49961264
Paguma larvata,5,2562,1,114.213083,22.26481497
Paguma larvata,5,1653,2,114.2228236,22.38221015
Paguma larvata,6,940,1,114.0965376,22.47250144
Paguma larvata,6,1223,1,114.1257006,22.43639156
Paguma larvata,6,2413,1,114.1257566,22.28287227
Paguma larvata,6,2484,1,114.1354627,22.2738444
Paguma larvata,6,1653,1,114.2228236,22.38221015
Paguma larvata,6,815,1,114.2422951,22.49056897
Paguma larvata,6,675,1,114.2423035,22.50862974
Paguma larvata,6,1517,3,114.2616758,22.40025546
Paguma larvata,6,1525,1,114.3393682,22.40019602
Paguma larvata,7,1285,1,114.0479964,22.4273178
Paguma larvata,7,940,1,114.0965376,22.47250144
Paguma larvata,7,2413,3,114.1257566,22.28287227
Paguma larvata,7,1504,1,114.1354254,22.40027241
Paguma larvata,7,2626,2,114.1548712,22.25578687
Paguma larvata,7,1517,1,114.2616758,22.40025546
Paguma larvata,7,1735,1,114.3393367,22.37310457
Paguma larvata,8,2413,1,114.1257566,22.28287227
Paguma larvata,8,2633,2,114.2227822,22.25578186
Paguma larvata,8,1653,2,114.2228236,22.38221015
Paguma larvata,9,1432,1,114.1159983,22.40929676
Paguma larvata,9,2413,3,114.1257566,22.28287227
Paguma larvata,9,2626,1,114.1548712,22.25578687
Paguma larvata,10,2484,2,114.1354627,22.2738444
Paguma larvata,10,2626,1,114.1548712,22.25578687
Paguma larvata,11,1298,1,114.1742712,22.42736916
Paguma larvata,11,2633,3,114.2227822,22.25578186
Paguma larvata,11,1594,1,114.3296468,22.39117501
Paguma larvata,12,1223,1,114.1257006,22.43639156
Paguma larvata,12,735,1,114.1451144,22.49960953
Paguma larvata,12,1855,1,114.1451472,22.35512197
Paguma larvata,12,2626,1,114.1548712,22.25578687
Paguma larvata,12,2351,1,114.2033859,22.29190876
Paguma larvata,12,2492,2,114.2130853,22.27384562
Paguma larvata,12,2633,2,114.2227822,22.25578186
Paguma larvata,12,884,1,114.2325736,22.48154222
Pandion haliaetus,5,931,1,114.0090884,22.47243418
Pandion haliaetus,11,930,1,113.9993718,22.47242379
Pandion haliaetus,12,656,1,114.0576403,22.50859894
Pandion haliaetus,12,1098,1,114.2714241,22.45443284
Pandion haliaetus,12,471,1,114.3006423,22.53568653
Pantala flavescens,3,860,1,113.9993603,22.48145416
Pantala flavescens,3,930,2,113.9993718,22.47242379
Pantala flavescens,3,931,1,114.0090884,22.47243418
Pantala flavescens,4,860,2,113.9993603,22.48145416
Pantala flavescens,4,930,3,113.9993718,22.47242379
Pantala flavescens,4,1004,1,114.0382471,22.46343147
Pantala flavescens,4,656,1,114.0576403,22.50859894
Pantala flavescens,4,878,1,114.1742702,22.48155183
Pantala flavescens,5,930,3,113.9993718,22.47242379
Pantala flavescens,5,1004,3,114.0382471,22.46343147
Pantala flavescens,5,656,1,114.0576403,22.50859894
Pantala flavescens,5,727,1,114.0673665,22.49957546
Pantala flavescens,5,878,7,114.1742702,22.48155183
Pantala flavescens,5,530,1,114.1937101,22.52670291
Pantala flavescens,6,930,2,113.9993718,22.47242379
Pantala flavescens,6,1004,1,114.0382471,22.46343147
Pantala flavescens,6,522,1,114.115947,22.52669227
Pantala flavescens,6,666,1,114.1548314,22.50864154
Pantala flavescens,6,878,9,114.1742702,22.48155183
Pantala flavescens,7,1138,1,113.979977,22.44531008
Pantala flavescens,7,930,1,113.9993718,22.47242379
Pantala flavescens,7,1004,1,114.0382471,22.46343147
Pantala flavescens,7,656,1,114.0576403,22.50859894
Pantala flavescens,7,247,1,114.1645458,22.5628247
Pantala flavescens,7,248,1,114.1742687,22.56282515
Pantala flavescens,7,878,3,114.1742702,22.48155183
Pantala flavescens,7,250,1,114.1937145,22.56282428
Pantala flavescens,8,860,2,113.9993603,22.48145416
Pantala flavescens,8,930,4,113.9993718,22.47242379
Pantala flavescens,8,931,1,114.0090884,22.47243418
Pantala flavescens,8,1915,1,114.0480712,22.34604333
Pantala flavescens,8,656,1,114.0576403,22.50859894
Pantala flavescens,8,878,5,114.1742702,22.48155183
Pantala flavescens,8,879,1,114.1839874,22.48155169
Pantala flavescens,8,951,1,114.2034202,22.47251924
Pantala flavescens,9,860,2,113.9993603,22.48145416
Pantala flavescens,9,930,6,113.9993718,22.47242379
Pantala flavescens,9,931,1,114.0090884,22.47243418
Pantala flavescens,9,1004,2,114.0382471,22.46343147
Pantala flavescens,9,1074,1,114.038256,22.45440106
Pantala flavescens,9,2545,2,114.0481457,22.26476805
Pantala flavescens,9,2337,1,114.067529,22.29187413
Pantala flavescens,9,2338,1,114.077233,22.29188038
Pantala flavescens,9,1241,1,114.300554,22.43635226
Pantala flavescens,10,930,5,113.9993718,22.47242379
Pantala flavescens,10,1004,2,114.0382471,22.46343147
Pantala flavescens,11,727,1,114.0673665,22.49957546
Pantala flavescens,11,452,2,114.1159431,22.53572263
Pantala flavescens,11,250,1,114.1937145,22.56282428
Pantala flavescens,11,462,1,114.2131533,22.53573006
Pantoporia hordonia,4,1575,1,114.145139,22.3912441
Pantoporia hordonia,4,948,1,114.1742704,22.47252141
Pantoporia hordonia,4,251,1,114.2034374,22.56282297
Pantoporia hordonia,5,676,1,114.2520227,22.5086255
Pantoporia hordonia,5,677,1,114.2617418,22.50862067
Pantoporia hordonia,6,2881,1,113.9124006,22.21945077
Pantoporia hordonia,6,1575,1,114.145139,22.3912441
Pantoporia hordonia,6,666,1,114.1548314,22.50864154
Pantoporia hordonia,6,1296,1,114.1548443,22.42736769
Pantoporia hordonia,7,1575,1,114.145139,22.3912441
Pantoporia hordonia,7,1584,1,114.2325375,22.39123761
Pantoporia hordonia,7,466,1,114.2520373,22.53571658
Pantoporia hordonia,7,1453,1,114.3199544,22.40924485
Pantoporia hordonia,9,1285,1,114.0479964,22.4273178
Pantoporia hordonia,9,948,1,114.1742704,22.47252141
Pantoporia hordonia,10,1575,1,114.145139,22.3912441
Pantoporia hordonia,11,1575,1,114.145139,22.3912441
Pantoporia hordonia,11,322,1,114.213158,22.55379074
Papilio bianor,3,860,1,113.9993603,22.48145416
Papilio bianor,4,1482,1,113.9217717,22.40007653
Papilio bianor,4,251,1,114.2034374,22.56282297
Papilio bianor,5,1629,1,113.9897763,22.38210855
Papilio bianor,6,2811,1,113.9123836,22.22848137
Papilio bianor,6,2464,1,113.941407,22.27367904
Papilio bianor,6,1501,1,114.1062907,22.40026232
Papilio bianor,6,1575,1,114.145139,22.3912441
Papilio bianor,6,1228,1,114.174271,22.43639963
Papilio bianor,6,882,1,114.2131391,22.48154776
Papilio bianor,7,246,1,114.1548228,22.56282366
Papilio bianor,7,2559,1,114.1839764,22.26481886
Papilio bianor,7,1374,1,114.2325483,22.4183291
Papilio bianor,7,466,1,114.2520373,22.53571658
Papilio bianor,7,1523,1,114.3199451,22.40021438
Papilio bianor,8,1862,1,114.2131063,22.355121
Papilio bianor,8,1933,1,114.2228118,22.34608798
Papilio bianor,9,1286,1,114.0577098,22.42732525
Papilio bianor,10,2321,1,113.9122649,22.29169531
Papilio clytia,3,860,1,113.9993603,22.48145416
Papilio clytia,4,948,1,114.1742704,22.47252141
Papilio clytia,5,1629,1,113.9897763,22.38210855
Papilio clytia,5,1004,1,114.0382471,22.46343147
Papilio clytia,6,389,1,114.1839907,22.54476434
Papilio clytia,7,246,1,114.1548228,22.56282366
Papilio clytia,7,1375,1,114.2422611,22.41832546
Papilio clytia,8,860,1,113.9993603,22.48145416
Papilio clytia,8,1985,1,114.0480795,22.33701279
Papilio clytia,8,1575,1,114.145139,22.3912441
Papilio clytia,8,1862,1,114.2131063,22.355121
Papilio clytia,8,1933,1,114.2228118,22.34608798
Papilio clytia,9,1001,1,114.0090993,22.4634038
Papilio clytia,9,1286,1,114.0577098,22.42732525
Papilio clytia,10,1630,1,113.9994866,22.38211948
Papilio clytia,10,3336,1,114.2518389,22.16546395
Papilio demoleus,4,860,2,113.9993603,22.48145416
Papilio demoleus,6,666,1,114.1548314,22.50864154
Papilio demoleus,7,860,1,113.9993603,22.48145416
Papilio demoleus,8,930,1,113.9993718,22.47242379
Papilio demoleus,8,1984,1,114.0383723,22.33700478
Papilio demoleus,8,1985,1,114.0480795,22.33701279
Papilio demoleus,8,1862,1,114.2131063,22.355121
Papilio demoleus,8,1933,1,114.2228118,22.34608798
Papilio demoleus,8,2506,1,114.3489245,22.27375848
Papilio demoleus,9,860,1,113.9993603,22.48145416
Papilio demoleus,9,1001,1,114.0090993,22.4634038
Papilio demoleus,9,1004,1,114.0382471,22.46343147
Papilio demoleus,9,1285,1,114.0479964,22.4273178
Papilio demoleus,9,2337,1,114.067529,22.29187413
Papilio demoleus,10,2322,1,113.9219688,22.29171084
Papilio demoleus,10,2334,1,114.0384168,22.29185192
Papilio demoleus,10,1915,1,114.0480712,22.34604333
Papilio demoleus,10,3336,1,114.2518389,22.16546395
Papilio helenus,3,860,1,113.9993603,22.48145416
Papilio helenus,3,930,1,113.9993718,22.47242379
Papilio helenus,4,1482,2,113.9217717,22.40007653
Papilio helenus,4,2609,1,113.9899447,22.2556809
Papilio helenus,4,860,1,113.9993603,22.48145416
Papilio helenus,4,1705,1,114.0480463,22.37313491
Papilio helenus,4,1575,1,114.145139,22.3912441
Papilio helenus,4,878,1,114.1742702,22.48155183
Papilio helenus,4,948,1,114.1742704,22.47252141
Papilio helenus,4,251,1,114.2034374,22.56282297
Papilio helenus,4,322,1,114.213158,22.55379074
Papilio helenus,5,2600,1,113.9026313,22.25555704
Papilio helenus,5,2532,1,113.9220179,22.26461919
Papilio helenus,5,1629,1,113.9897763,22.38210855
Papilio helenus,5,860,1,113.9993603,22.48145416
Papilio helenus,5,1773,1,114.0286365,22.36408778
Papilio helenus,5,1004,1,114.0382471,22.46343147
Papilio helenus,5,1074,1,114.038256,22.45440106
Papilio helenus,5,675,1,114.2423035,22.50862974
Papilio helenus,5,1876,1,114.3490242,22.35503352
Papilio helenus,6,2811,1,113.9123836,22.22848137
Papilio helenus,6,2881,1,113.9124006,22.21945077
Papilio helenus,6,2464,1,113.941407,22.27367904
Papilio helenus,6,2534,1,113.9414221,22.26464846
Papilio helenus,6,860,1,113.9993603,22.48145416
Papilio helenus,6,931,1,114.0090884,22.47243418
Papilio helenus,6,1004,1,114.0382471,22.46343147
Papilio helenus,6,1571,1,114.1062952,22.39123182
Papilio helenus,6,1575,1,114.145139,22.3912441
Papilio helenus,6,1296,1,114.1548443,22.42736769
Papilio helenus,6,1228,1,114.174271,22.43639963
Papilio helenus,6,1515,1,114.2422527,22.40026448
Papilio helenus,7,930,1,113.9993718,22.47242379
Papilio helenus,7,931,1,114.0090884,22.47243418
Papilio helenus,7,1575,2,114.145139,22.3912441
Papilio helenus,7,2559,1,114.1839764,22.26481886
Papilio helenus,7,1374,1,114.2325483,22.4183291
Papilio helenus,7,1375,1,114.2422611,22.41832546
Papilio helenus,7,466,1,114.2520373,22.53571658
Papilio helenus,7,1453,1,114.3199544,22.40924485
Papilio helenus,8,1984,1,114.0383723,22.33700478
Papilio helenus,8,1575,2,114.145139,22.3912441
Papilio helenus,8,1862,2,114.2131063,22.355121
Papilio helenus,8,1792,1,114.2131086,22.36415155
Papilio helenus,9,1004,1,114.0382471,22.46343147
Papilio helenus,9,1425,1,114.048013,22.40925688
Papilio helenus,9,2545,1,114.0481457,22.26476805
Papilio helenus,9,1286,1,114.0577098,22.42732525
Papilio helenus,9,2337,1,114.067529,22.29187413
Papilio helenus,9,2341,1,114.1063452,22.29189563
Papilio helenus,9,1575,1,114.145139,22.3912441
Papilio helenus,9,1367,1,114.1645585,22.41833824
Papilio helenus,9,948,1,114.1742704,22.47252141
Papilio helenus,9,1239,1,114.2811259,22.43636598
Papilio helenus,9,1310,1,114.2908326,22.42732896
Papilio helenus,10,2320,1,113.9025609,22.2916792
Papilio helenus,10,2322,1,113.9219688,22.29171084
Papilio helenus,10,1629,1,113.9897763,22.38210855
Papilio helenus,10,930,1,113.9993718,22.47242379
Papilio helenus,10,2334,1,114.0384168,22.29185192
Papilio helenus,10,1915,1,114.0480712,22.34604333
Papilio helenus,10,1985,1,114.0480795,22.33701279
Papilio helenus,10,1575,2,114.145139,22.3912441
Papilio helenus,10,1228,2,114.174271,22.43639963
Papilio helenus,11,1482,4,113.9217717,22.40007653
Papilio helenus,11,860,1,113.9993603,22.48145416
Papilio helenus,11,930,2,113.9993718,22.47242379
Papilio helenus,11,931,1,114.0090884,22.47243418
Papilio helenus,11,1575,1,114.145139,22.3912441
Papilio helenus,11,250,1,114.1937145,22.56282428
Papilio helenus,11,330,1,114.2909362,22.55375437
Papilio memnon,3,930,2,113.9993718,22.47242379
Papilio memnon,4,1482,2,113.9217717,22.40007653
Papilio memnon,4,878,1,114.1742702,22.48155183
Papilio memnon,4,249,1,114.1839916,22.56282501
Papilio memnon,4,251,1,114.2034374,22.56282297
Papilio memnon,4,322,1,114.213158,22.55379074
Papilio memnon,5,2600,1,113.9026313,22.25555704
Papilio memnon,5,2531,1,113.9123158,22.26460368
Papilio memnon,5,2462,1,113.9220016,22.27364975
Papilio memnon,5,1629,1,113.9897763,22.38210855
Papilio memnon,5,860,1,113.9993603,22.48145416
Papilio memnon,5,930,1,113.9993718,22.47242379
Papilio memnon,5,931,1,114.0090884,22.47243418
Papilio memnon,5,727,1,114.0673665,22.49957546
Papilio memnon,5,1575,2,114.145139,22.3912441
Papilio memnon,5,1806,1,114.3490353,22.36406403
Papilio memnon,6,2881,1,113.9124006,22.21945077
Papilio memnon,6,2535,1,113.9511242,22.26466223
Papilio memnon,6,860,2,113.9993603,22.48145416
Papilio memnon,6,931,1,114.0090884,22.47243418
Papilio memnon,6,1004,1,114.0382471,22.46343147
Papilio memnon,6,1501,2,114.1062907,22.40026232
Papilio memnon,6,1571,1,114.1062952,22.39123182
Papilio memnon,6,522,1,114.115947,22.52669227
Papilio memnon,6,1575,1,114.145139,22.3912441
Papilio memnon,6,666,2,114.1548314,22.50864154
Papilio memnon,6,736,1,114.1548329,22.49961115
Papilio memnon,6,1226,1,114.1548428,22.43639815
Papilio memnon,6,1228,2,114.174271,22.43639963
Papilio memnon,6,882,2,114.2131391,22.48154776
Papilio memnon,6,1375,1,114.2422611,22.41832546
Papilio memnon,7,860,1,113.9993603,22.48145416
Papilio memnon,7,247,1,114.1645458,22.5628247
Papilio memnon,7,2559,2,114.1839764,22.26481886
Papilio memnon,7,250,2,114.1937145,22.56282428
Papilio memnon,7,1515,1,114.2422527,22.40026448
Papilio memnon,7,1445,1,114.2422569,22.40929497
Papilio memnon,7,1446,1,114.2519691,22.40929075
Papilio memnon,7,536,1,114.2520324,22.52668623
Papilio memnon,7,466,1,114.2520373,22.53571658
Papilio memnon,7,1523,1,114.3199451,22.40021438
Papilio memnon,8,930,1,113.9993718,22.47242379
Papilio memnon,8,1915,1,114.0480712,22.34604333
Papilio memnon,8,1575,1,114.145139,22.3912441
Papilio memnon,8,1862,1,114.2131063,22.355121
Papilio memnon,9,860,1,113.9993603,22.48145416
Papilio memnon,9,2545,1,114.0481457,22.26476805
Papilio memnon,9,948,1,114.1742704,22.47252141
Papilio memnon,10,2320,1,113.9025609,22.2916792
Papilio memnon,10,2322,1,113.9219688,22.29171084
Papilio memnon,10,860,2,113.9993603,22.48145416
Papilio memnon,10,1228,1,114.174271,22.43639963
Papilio memnon,10,3336,2,114.2518389,22.16546395
Papilio memnon,10,537,1,114.2617528,22.5266814
Papilio memnon,11,860,1,113.9993603,22.48145416
Papilio memnon,11,930,3,113.9993718,22.47242379
Papilio memnon,11,251,1,114.2034374,22.56282297
Papilio memnon,11,322,1,114.213158,22.55379074
Papilio memnon,11,330,3,114.2909362,22.55375437
Papilio paris,3,860,1,113.9993603,22.48145416
Papilio paris,3,930,1,113.9993718,22.47242379
Papilio paris,4,1482,1,113.9217717,22.40007653
Papilio paris,4,2609,2,113.9899447,22.2556809
Papilio paris,4,860,1,113.9993603,22.48145416
Papilio paris,4,930,1,113.9993718,22.47242379
Papilio paris,4,1705,1,114.0480463,22.37313491
Papilio paris,4,1575,1,114.145139,22.3912441
Papilio paris,4,878,1,114.1742702,22.48155183
Papilio paris,4,948,3,114.1742704,22.47252141
Papilio paris,4,322,1,114.213158,22.55379074
Papilio paris,5,2600,1,113.9026313,22.25555704
Papilio paris,5,2532,1,113.9220179,22.26461919
Papilio paris,5,1629,1,113.9897763,22.38210855
Papilio paris,5,930,2,113.9993718,22.47242379
Papilio paris,5,1561,1,114.009186,22.39116032
Papilio paris,5,1631,1,114.0091968,22.38212983
Papilio paris,5,1702,1,114.0189173,22.37310911
Papilio paris,5,1575,1,114.145139,22.3912441
Papilio paris,5,675,1,114.2423035,22.50862974
Papilio paris,6,2881,1,113.9124006,22.21945077
Papilio paris,6,2534,1,113.9414221,22.26464846
Papilio paris,6,1571,1,114.1062952,22.39123182
Papilio paris,6,1296,1,114.1548443,22.42736769
Papilio paris,6,1228,1,114.174271,22.43639963
Papilio paris,6,389,1,114.1839907,22.54476434
Papilio paris,6,882,1,114.2131391,22.48154776
Papilio paris,6,1515,1,114.2422527,22.40026448
Papilio paris,6,1375,1,114.2422611,22.41832546
Papilio paris,6,1446,1,114.2519691,22.40929075
Papilio paris,7,860,1,113.9993603,22.48145416
Papilio paris,7,1575,1,114.145139,22.3912441
Papilio paris,7,246,1,114.1548228,22.56282366
Papilio paris,7,2559,1,114.1839764,22.26481886
Papilio paris,7,250,1,114.1937145,22.56282428
Papilio paris,7,1584,1,114.2325375,22.39123761
Papilio paris,7,1514,1,114.2325411,22.40026812
Papilio paris,7,1375,1,114.2422611,22.41832546
Papilio paris,7,1446,1,114.2519691,22.40929075
Papilio paris,7,1452,1,114.3102422,22.40925316
Papilio paris,7,1523,1,114.3199451,22.40021438
Papilio paris,7,1453,1,114.3199544,22.40924485
Papilio paris,8,1984,1,114.0383723,22.33700478
Papilio paris,8,1575,2,114.145139,22.3912441
Papilio paris,8,1933,1,114.2228118,22.34608798
Papilio paris,9,1001,1,114.0090993,22.4634038
Papilio paris,9,1285,1,114.0479964,22.4273178
Papilio paris,9,1355,1,114.0480047,22.41828734
Papilio paris,9,1425,1,114.048013,22.40925688
Papilio paris,9,2545,1,114.0481457,22.26476805
Papilio paris,9,1286,1,114.0577098,22.42732525
Papilio paris,9,1356,1,114.0577175,22.4182948
Papilio paris,9,1575,2,114.145139,22.3912441
Papilio paris,9,878,1,114.1742702,22.48155183
Papilio paris,9,948,2,114.1742704,22.47252141
Papilio paris,9,1239,1,114.2811259,22.43636598
Papilio paris,9,1310,1,114.2908326,22.42732896
Papilio paris,9,1240,1,114.29084,22.43635941
Papilio paris,10,2319,1,113.892857,22.29166251
Papilio paris,10,2320,1,113.9025609,22.2916792
Papilio paris,10,2321,2,113.9122649,22.29169531
Papilio paris,10,2322,1,113.9219688,22.29171084
Papilio paris,10,1629,1,113.9897763,22.38210855
Papilio paris,10,860,1,113.9993603,22.48145416
Papilio paris,10,1561,1,114.009186,22.39116032
Papilio paris,10,1631,1,114.0091968,22.38212983
Papilio paris,10,1702,1,114.0189173,22.37310911
Papilio paris,10,2334,1,114.0384168,22.29185192
Papilio paris,10,1915,1,114.0480712,22.34604333
Papilio paris,10,1575,1,114.145139,22.3912441
Papilio paris,10,1228,1,114.174271,22.43639963
Papilio paris,10,1374,1,114.2325483,22.4183291
Papilio paris,10,3336,1,114.2518389,22.16546395
Papilio paris,10,537,1,114.2617528,22.5266814
Papilio paris,10,608,1,114.271467,22.51764562
Papilio paris,11,1482,3,113.9217717,22.40007653
Papilio paris,11,1575,1,114.145139,22.3912441
Papilio paris,11,322,1,114.213158,22.55379074
Papilio paris,11,1305,1,114.2422654,22.42735593
Papilio paris,11,329,1,114.2812139,22.55376097
Papilio paris,11,330,1,114.2909362,22.55375437
Papilio paris,11,414,1,114.4270311,22.54456996
Papilio paris,11,344,1,114.4270474,22.55360021
Papilio polytes,2,930,1,113.9993718,22.47242379
Papilio polytes,3,860,1,113.9993603,22.48145416
Papilio polytes,3,930,2,113.9993718,22.47242379
Papilio polytes,4,1482,3,113.9217717,22.40007653
Papilio polytes,4,2609,1,113.9899447,22.2556809
Papilio polytes,4,860,1,113.9993603,22.48145416
Papilio polytes,4,930,4,113.9993718,22.47242379
Papilio polytes,4,931,1,114.0090884,22.47243418
Papilio polytes,4,1004,2,114.0382471,22.46343147
Papilio polytes,4,1575,2,114.145139,22.3912441
Papilio polytes,4,878,1,114.1742702,22.48155183
Papilio polytes,4,948,4,114.1742704,22.47252141
Papilio polytes,4,251,1,114.2034374,22.56282297
Papilio polytes,5,2600,1,113.9026313,22.25555704
Papilio polytes,5,2532,1,113.9220179,22.26461919
Papilio polytes,5,1629,1,113.9897763,22.38210855
Papilio polytes,5,860,1,113.9993603,22.48145416
Papilio polytes,5,930,1,113.9993718,22.47242379
Papilio polytes,5,1631,1,114.0091968,22.38212983
Papilio polytes,5,1004,2,114.0382471,22.46343147
Papilio polytes,5,727,1,114.0673665,22.49957546
Papilio polytes,5,452,1,114.1159431,22.53572263
Papilio polytes,5,1575,2,114.145139,22.3912441
Papilio polytes,5,675,1,114.2423035,22.50862974
Papilio polytes,5,676,1,114.2520227,22.5086255
Papilio polytes,5,677,1,114.2617418,22.50862067
Papilio polytes,5,1876,1,114.3490242,22.35503352
Papilio polytes,5,1806,1,114.3490353,22.36406403
Papilio polytes,5,1528,2,114.3685028,22.40016411
Papilio polytes,6,2811,2,113.9123836,22.22848137
